lead_id,age_group,service_interest,lead_source,budget_range,previous_interaction,response_time_hours,pages_visited,email_opens,engagement_score,converted
VX-101123,25-34,SEO,Email Campaign,Low,Yes,7.3,6,1,63.0,1
VX-100735,35-44,Digital Marketing,Paid Ads,Low,No,9.3,3,1,27.0,0
VX-101197,35-44,Digital Marketing,Social Media,Low,Yes,4.6,9,6,97.0,1
VX-101143,45-54,Web Development,Referral,Medium,Yes,11.8,6,4,,1
VX-100315,25-34, App Development ,Paid Ads,Low,no,16.8,7,1,45.0,0
VX-100844,18-24,Digital Marketing,Website Form,Low,Yes,16.4,4,7,78.0,0
VX-100456,55+,Web Development,Website Form,High,YES,10.7,5,4,57.0,0
VX-101321,25-34,App Development,Paid Ads,Low,NO,31.9,2,0,9.0,0
VX-101136,25-34,App Development,Social Media,Medium,Yes,29.0,4,1,52.0,0
VX-101042,35-44,Web Development,Paid Ads,Low,Yes,14.2,9,3,92.0,0
VX-100151,45-54,Digital Marketing,Paid Ads,Low,No,9.4,6,2,63.0,0
VX-101372,25-34,Branding,Email Campaign,Medium,Yes,41.6,9,3,91.0,1
VX-101232,25-34,Branding,Paid Ads,Medium,Yes,7.4,4,4,70.0,1
VX-101201,35-44,SEO,Social Media,Low,No,3.9,4,0,35.0,0
VX-100689,35-44,Digital Marketing,Referral,High,No,10.8,3,3,52.0,1
VX-101110,25-34,Digital Marketing,Referral,Medium,Yes,6.0,4,1,42.0,1
VX-100426,25-34,Digital Marketing,Paid Ads,High,Yes,25.4,3,3,49.0,0
VX-100113,35-44, App Development ,Paid Ads,High,No,15.3,5,2,57.0,0
VX-100202,35-44,SEO,Website Form,low,no,7.1,5,1,56.0,0
VX-100814,18-24,Branding,Referral,Low,No,7.5,2,1,39.0,0
VX-100782,25-34,App Development,Social Media,Low,No,28.7,3,2,35.0,0
VX-100352,35-44, Branding ,Social Media,Low,No,42.2,2,0,18.0,0
VX-100789,35-44,Branding,Social Media,Low,Yes,15.9,6,6,76.0,0
VX-100480,25-34,Digital Marketing,Paid Ads,High,Yes,20.0,3,5,58.0,1
VX-101010,35-44,SEO,Referral,Medium,No,3.5,2,1,32.0,1
VX-100802,45-54,Branding,Referral,Medium,Yes,15.2,8,2,66.0,1
VX-100549,25-34, Branding ,Social Media,Low,No,43.4,2,3,60.0,0
VX-101399,25-34,App Development,Website Form,Medium,No,11.0,3,0,46.0,1
VX-101360,35-44,SEO,Referral,High,Yes,13.0,2,2,45.0,1
VX-100514,25-34,Web Development,Social Media,Medium,No,21.9,5,1,,0
VX-100455,25-34,Branding,Paid Ads,High,Yes,11.9,4,5,72.0,1
VX-101355,18-24, App Development ,Website Form,High,No,21.9,3,1,28.0,0
VX-100626,45-54,App Development,Website Form,Low,No,18.2,2,2,24.0,0
VX-100613,55+,Digital Marketing,Website Form,High,No,22.9,2,4,53.0,0
VX-100425,45-54,Web Development,Paid Ads,Medium,No,10.2,3,1,44.0,0
VX-100558,35-44,App Development,Paid Ads,Low,yes,42.1,6,4,74.0,1
VX-100997,18-24,Web Development,Paid Ads,Low,Yes,39.4,7,2,51.0,0
VX-100572,35-44,App Development,Paid Ads,Low,No,53.4,3,3,46.0,0
VX-101038,25-34,Digital Marketing,Paid Ads,Medium,No,11.5,2,2,25.0,0
VX-100191,25-34,Web Development,Paid Ads,Medium,No,11.1,4,0,39.0,0
VX-100785,25-34,Web Development,Paid Ads,Low,No,17.9,5,1,35.0,0
VX-100922,35-44,Digital Marketing,Paid Ads,Medium,YES,33.8,10,3,87.0,0
VX-100232,55+,SEO,Website Form,High,Yes,5.4,4,1,38.0,1
VX-100923,35-44,Web Development,Social Media,Medium,yes,4.0,3,0,39.0,0
VX-100899,35-44,App Development,Social Media,High,No,5.0,4,1,42.0,1
VX-101080,25-34,Digital Marketing,Paid Ads,High,No,8.8,8,1,79.0,0
VX-100696,35-44,Web Development,Paid Ads,Low,No,17.8,6,2,46.0,0
VX-100163,18-24, Branding ,Referral,High,No,10.6,2,2,28.0,0
VX-100451,45-54,Branding,Referral,High,No,14.1,1,2,37.0,1
VX-100701,25-34,Web Development,Referral,Low,No,7.7,2,3,49.0,1
VX-100512,18-24,Branding,Referral,,Yes,5.6,5,2,64.0,0
VX-100864,18-24,SEO,Website Form,High,No,1.4,3,2,51.0,1
VX-101160,18-24,SEO,Social Media,Medium,Yes,30.0,9,7,100.0,1
VX-100767,18-24,Digital Marketing,Social Media,Low,Yes,41.5,2,4,53.0,1
VX-100713,45-54,SEO,Email Campaign,High,Yes,24.9,3,1,40.0,0
VX-100183,25-34,Digital Marketing,Referral,,No,15.2,6,4,71.0,1
VX-101212,35-44,Digital Marketing,Email Campaign,Low,Yes,15.0,4,0,28.0,0
VX-101171,35-44,SEO,Website Form,High,No,3.8,5,1,72.0,1
VX-100897,25-34,Web Development,Website Form,Medium,no,8.3,2,3,58.0,1
VX-100500,,SEO,Email Campaign,High,No,23.0,4,3,55.0,1
VX-100538,25-34,Web Development,Social Media,Low,YES,45.6,4,3,53.0,0
VX-100724,18-24,Digital Marketing,Referral,Medium,No,19.2,1,3,36.0,0
VX-100267,25-34,Web Development,Website Form,Medium,No,13.9,1,2,35.0,1
VX-101306,35-44,Branding,Paid Ads,Low,No,10.9,6,1,55.0,1
VX-100792,25-34, App Development ,Paid Ads,Medium,Yes,25.5,10,2,85.0,1
VX-100278,45-54,App Development,Referral,High,No,,3,2,41.0,0
VX-101019,25-34,Branding,Paid Ads,,Yes,24.9,5,4,72.0,0
VX-100548,45-54,Web Development,Paid Ads,High,No,35.3,4,1,49.0,0
VX-100852,,Digital Marketing,Social Media,Medium,No,11.3,3,6,57.0,0
VX-100550,25-34,Branding,Website Form,Low,No,11.4,3,2,29.0,0
VX-100121,35-44,Digital Marketing,Website Form,Medium,Yes,6.9,3,6,64.0,1
VX-101088,35-44,Web Development,Email Campaign,Low,No,25.7,4,4,58.0,0
VX-100921,45-54,Web Development,Referral,Low,No,19.8,4,0,36.0,0
VX-101294,25-34,App Development,Website Form,High,yes,20.8,7,1,65.0,1
VX-100881,35-44,Web Development,Website Form,Medium,No,9.4,4,1,40.0,0
VX-101185,45-54,Digital Marketing,Website Form,Medium,No,6.4,4,2,46.0,1
VX-100235,45-54,Digital Marketing,Paid Ads,Medium,Yes,16.7,3,6,368.0,0
VX-101332,,SEO,Social Media,Medium,No,1.6,5,5,65.0,1
VX-101057,25-34,Web Development,Social Media,medium,No,,5,2,50.0,0
VX-100618,18-24,SEO,Website Form,Medium,Yes,6.5,6,4,56.0,1
VX-100505,45-54,Digital Marketing,Website Form,Low,No,18.2,8,2,71.0,1
VX-100170,25-34,Digital Marketing,Social Media,Low,no,37.6,3,2,42.0,0
VX-100154,18-24,Web Development,Referral,High,yes,16.9,8,7,100.0,1
VX-100212,25-34,App Development,Paid Ads,Medium,No,33.4,4,3,49.0,0
VX-100824,45-54,Branding,Paid Ads,Medium,Yes,15.4,5,2,66.0,1
VX-101252,18-24,App Development,Referral,Medium,No,7.7,5,2,60.0,1
VX-100176,25-34,App Development,Paid Ads,Medium,No,24.9,6,3,53.0,0
VX-100813,35-44,Digital Marketing,Email Campaign,medium,No,4.5,4,1,49.0,1
VX-100136,55+,App Development,Social Media,Low,No,19.4,3,0,27.0,0
VX-101274,18-24,SEO,Website Form,Medium,Yes,3.7,5,4,76.0,1
VX-100819,25-34,Digital Marketing,Email Campaign,Medium,No,18.4,3,2,49.0,0
VX-100457,25-34,Digital Marketing,Social Media,,No,6.4,5,3,52.0,0
VX-100995,25-34,Branding,Paid Ads,High,yes,-15.8,4,2,63.0,1
VX-100102,25-34, Digital Marketing ,Website Form,High,Yes,4.4,5,3,62.0,1
VX-100759,25-34,Web Development,Referral,Medium,No,6.1,5,2,48.0,0
VX-100584,45-54,SEO,Website Form,High,yes,4.6,8,4,78.0,1
VX-100821,35-44,Digital Marketing,Social Media,High,No,10.7,3,4,47.0,1
VX-100910,45-54,Branding,Email Campaign,Low,No,12.8,3,3,28.0,0
VX-101059,35-44,Digital Marketing,Website Form,Low,No,3.2,7,1,59.0,0
VX-100835,35-44,App Development,Website Form,Low,No,8.9,2,0,16.0,0
VX-100971,18-24, Digital Marketing ,Email Campaign,Medium,No,32.9,5,1,39.0,0
VX-100269,18-24,App Development,Social Media,Low,Yes,8.0,7,4,,0
VX-101137,25-34,Digital Marketing,Paid Ads,Medium,No,7.4,8,1,68.0,1
VX-101125,35-44,Web Development,Referral,Low,No,10.3,5,4,,0
VX-100998,55+,Web Development,Social Media,Medium,Yes,21.0,3,2,41.0,0
VX-100190,55+,Web Development,Paid Ads,Low,No,3.5,5,2,,0
VX-101101,25-34,SEO,Paid Ads,Medium,No,27.9,4,3,46.0,0
VX-100646,18-24,Digital Marketing,Paid Ads,Low,No,12.3,3,0,28.0,0
VX-100437,35-44,Digital Marketing,Social Media,Medium,yes,5.2,4,2,53.0,0
VX-101189,35-44,Digital Marketing,Email Campaign,High,No,17.1,4,4,65.0,0
VX-101211,45-54,App Development,Website Form,Medium,Yes,3.5,6,4,87.0,1
VX-100442,35-44,Web Development,Email Campaign,Medium,No,5.6,6,1,61.0,1
VX-100403,18-24,SEO,Paid Ads,Medium,Yes,37.3,7,3,59.0,1
VX-101034,25-34,SEO,Social Media,Medium,No,24.5,2,3,50.0,0
VX-100028,25-34,App Development,Paid Ads,Medium,yes,5.9,7,4,77.0,1
VX-100610,35-44,Web Development,Paid Ads,Medium,Yes,24.8,12,1,96.0,1
VX-100730,25-34,Web Development,Website Form,Medium,No,17.1,3,6,56.0,0
VX-100243,35-44,Web Development,Social Media,High,No,26.9,7,2,71.0,0
VX-100871,18-24,SEO,Referral,Low,No,8.0,4,0,40.0,0
VX-100497,35-44, Digital Marketing ,Referral,Medium,No,4.7,4,1,49.0,1
VX-100300,45-54, Branding ,Email Campaign,Low,No,33.2,2,3,38.0,0
VX-100079,45-54,Digital Marketing,Website Form,Medium,No,,1,3,48.0,1
VX-100836,45-54,Web Development,Paid Ads,High,No,41.2,3,1,34.0,1
VX-101002,18-24,App Development,Social Media,Low,Yes,5.0,12,2,100.0,1
VX-100702,25-34,App Development,Website Form,Low,No,13.6,2,1,16.0,0
VX-100893,18-24, Digital Marketing ,Referral,Low,Yes,5.5,8,4,82.0,1
VX-100117,35-44,Branding,Paid Ads,Medium,No,20.3,4,3,64.0,1
VX-100017,18-24,SEO,Referral,Low,No,12.8,3,0,32.0,0
VX-100615,35-44,Digital Marketing,Website Form,Low,Yes,3.0,5,3,59.0,1
VX-100737,25-34,App Development,Referral,Medium,Yes,10.8,5,4,76.0,1
VX-100647,35-44,SEO,Paid Ads,Medium,No,23.6,5,0,48.0,0
VX-100742,45-54,App Development,Email Campaign,Medium,No,13.9,4,2,41.0,0
VX-100099,55+,SEO,Social Media,Medium,yes,44.2,11,8,100.0,0
VX-100469,35-44,App Development,Website Form,Low,Yes,33.9,7,4,82.0,0
VX-100535,25-34,Web Development,Social Media,Medium,Yes,2.7,8,7,98.0,1
VX-100247,25-34,App Development,Paid Ads,Medium,Yes,66.6,5,5,87.0,0
VX-100536,35-44,Digital Marketing,Referral,Medium,No,1.8,5,5,55.0,1
VX-101323,45-54, Digital Marketing ,Social Media,Medium,No,11.8,3,4,46.0,0
VX-100056,25-34,Web Development,Paid Ads,Low,No,9.4,4,1,52.0,0
VX-100860,35-44,SEO,Website Form,Low,Yes,1.1,4,4,55.0,0
VX-100378,25-34,Digital Marketing,Website Form,Medium,YES,3.4,9,4,82.0,1
VX-100482,35-44,Digital Marketing,Social Media,Medium,No,6.6,3,1,31.0,0
VX-100635,18-24,App Development,Referral,High,Yes,2.0,7,0,44.0,1
VX-100568,25-34,Digital Marketing,Website Form,Low,Yes,6.7,7,4,74.0,1
VX-100901,25-34, App Development ,Website Form,Low,Yes,14.2,6,6,88.0,0
VX-100179,35-44,App Development,Email Campaign,Low,Yes,6.3,9,4,91.0,0
VX-100036,18-24,Web Development,Paid Ads,Medium,Yes,8.0,3,2,52.0,1
VX-100072,,Web Development,Website Form,High,No,30.9,2,1,41.0,0
VX-100611,35-44,Digital Marketing,Website Form,,No,10.4,3,1,40.0,0
VX-101039,18-24, App Development ,Social Media,Medium,No,30.9,2,1,35.0,0
VX-100187,18-24,SEO,Referral,Low,no,9.3,1,3,46.0,0
VX-101242,25-34, SEO ,Website Form,High,No,,5,0,34.0,0
VX-100105,35-44,Digital Marketing,Paid Ads,Low,No,52.8,4,0,42.0,0
VX-100989,45-54,Web Development,Paid Ads,Medium,No,38.5,5,0,38.0,0
VX-100377,25-34,Digital Marketing,Social Media,Low,Yes,4.4,5,3,58.0,0
VX-100376,55+,SEO,Email Campaign,High,no,10.6,4,1,39.0,0
VX-100627,18-24,Digital Marketing,Email Campaign,Medium,Yes,7.3,9,5,,1
VX-100768,18-24,Digital Marketing,Paid Ads,Low,No,36.3,9,0,78.0,0
VX-101067,35-44,SEO,Website Form,High,No,-5.3,8,1,73.0,1
VX-100422,18-24,Digital Marketing,Paid Ads,Medium,Yes,3.4,9,3,77.0,1
VX-100398,25-34,SEO,Website Form,Low,No,14.5,2,0,24.0,0
VX-101321,25-34,App Development,Paid Ads,Low,NO,31.9,2,0,9.0,0
VX-100671,35-44,Digital Marketing,Social Media,Low,YES,17.0,6,5,88.0,1
VX-100467,,Web Development,Paid Ads,Low,Yes,12.9,6,4,75.0,0
VX-100788,45-54,Digital Marketing,Paid Ads,High,No,45.3,1,3,,0
VX-100572,35-44,App Development,Paid Ads,Low,No,53.4,3,3,46.0,0
VX-100222,35-44,App Development,Social Media,Medium,no,10.4,3,2,41.0,0
VX-101316,35-44,Digital Marketing,Referral,Low,Yes,3.4,1,5,53.0,1
VX-100625,25-34,Digital Marketing,Referral,Medium,YES,1.5,4,4,74.0,0
VX-101295,25-34,Web Development,Social Media,low,Yes,24.2,6,4,77.0,0
VX-101383,55+,Digital Marketing,Social Media,Medium,No,,7,1,59.0,0
VX-100361,18-24,Web Development,Email Campaign,Low,Yes,11.3,2,7,76.0,0
VX-100040,25-34,Web Development,Paid Ads,Medium,No,23.6,5,3,63.0,0
VX-100755,25-34,App Development,Paid Ads,Low,No,9.8,5,1,54.0,0
VX-100081,25-34,Web Development,Website Form,Low,No,7.0,1,2,50.0,0
VX-100591,25-34,SEO,Paid Ads,low,Yes,17.5,6,5,62.0,1
VX-100268,18-24,Web Development,Paid Ads,High,Yes,6.9,4,5,,1
VX-101157,18-24,Digital Marketing,Email Campaign,Medium,No,9.8,2,1,32.0,0
VX-100328,35-44,Web Development,Paid Ads,Low,No,9.8,2,3,45.0,0
VX-101309,55+,SEO,Referral,Medium,No,9.9,2,0,32.0,0
VX-101236,25-34,Digital Marketing,Social Media,High,Yes,18.8,6,3,68.0,1
VX-100351,25-34,Web Development,Referral,Medium,No,5.5,2,3,41.0,1
VX-101109,25-34, SEO ,Paid Ads,Low,Yes,5.7,5,4,87.0,1
VX-100453,25-34,App Development,Social Media,Low,Yes,17.3,5,2,52.0,0
VX-100725,18-24,Digital Marketing,Social Media,Low,Yes,22.6,7,1,64.0,0
VX-101023,35-44,Web Development,Website Form,Low,No,2.0,2,3,53.0,1
VX-100033,25-34,Web Development,Paid Ads,Medium,yes,11.0,7,4,70.0,1
VX-100816,45-54,Web Development,Social Media,Medium,No,16.0,2,3,41.0,0
VX-100530,35-44,SEO,Email Campaign,low,Yes,2.7,4,4,45.0,1
VX-100973,45-54,Web Development,Paid Ads,,NO,26.6,5,0,52.0,0
VX-101280,25-34,App Development,Social Media,Low,Yes,52.8,3,5,50.0,0
VX-100523,35-44,Digital Marketing,Paid Ads,Medium,yes,26.3,6,4,62.0,0
VX-100722,18-24,Digital Marketing,Website Form,low,No,8.5,3,6,52.0,1
VX-101216,25-34,Web Development,Website Form,Low,No,18.5,2,1,37.0,0
VX-100645,45-54,Web Development,Social Media,Low,Yes,,4,4,43.0,0
VX-101065,55+,App Development,Social Media,Low,No,8.6,4,2,41.0,0
VX-100557,35-44,Web Development,Social Media,High,yes,23.5,6,1,71.0,1
VX-100207,35-44,Digital Marketing,Website Form,Low,No,6.1,4,2,57.0,0
VX-100784,55+,Digital Marketing,Email Campaign,Low,Yes,18.6,2,1,38.0,1
VX-100992,45-54, Digital Marketing ,Website Form,Low,no,13.2,6,3,66.0,0
VX-101353,25-34,Web Development,Social Media,Low,No,24.3,2,0,23.0,0
VX-100143,35-44,Web Development,Website Form,Low,No,10.2,4,4,52.0,0
VX-100318,25-34, SEO ,Social Media,Medium,No,34.2,3,1,40.0,0
VX-100513,25-34, SEO ,Referral,High,No,14.9,4,2,45.0,1
VX-100302,35-44,Digital Marketing,Email Campaign,Medium,yes,5.4,7,8,96.0,0
VX-101376,35-44,SEO,Referral,High,No,10.6,2,3,49.0,1
VX-100896,25-34,App Development,Social Media,Medium,No,10.3,7,4,84.0,0
VX-100654,45-54,Digital Marketing,Email Campaign,Low,No,5.2,3,0,36.0,0
VX-101292,35-44,App Development,Paid Ads,low,Yes,6.9,5,4,66.0,1
VX-101095,25-34,Digital Marketing,Paid Ads,Medium,Yes,20.4,2,4,56.0,1
VX-101161,35-44,SEO,Website Form,Low,No,6.2,4,1,59.0,1
VX-100720,35-44,Digital Marketing,Referral,Medium,Yes,6.4,2,3,36.0,1
VX-100375,25-34,Digital Marketing,Website Form,Low,yes,19.6,6,0,59.0,1
VX-100515,25-34,Web Development,Website Form,Low,No,15.4,5,2,49.0,1
VX-100263,25-34,Web Development,Email Campaign,High,NO,34.4,5,1,63.0,1
VX-101178,25-34,Web Development,Referral,Low,Yes,32.9,5,2,49.0,0
VX-101079,25-34,Branding,Social Media,Medium,no,10.8,4,2,37.0,0
VX-100660,25-34,Branding,Social Media,,No,21.4,6,1,43.0,1
VX-100793,18-24,Web Development,Website Form,Low,Yes,17.7,4,1,48.0,0
VX-100374,25-34,SEO,Paid Ads,High,No,51.7,3,4,46.0,1
VX-101120,35-44,Web Development,Website Form,Low,No,6.2,4,1,46.0,0
VX-100274,35-44,App Development,Email Campaign,Medium,Yes,13.2,4,4,56.0,0
VX-101087,45-54,App Development,Paid Ads,Medium,No,38.5,4,3,77.0,0
VX-100895,45-54,Web Development,Social Media,Medium,Yes,13.5,3,6,45.0,0
VX-100200,45-54,Branding,Paid Ads,Medium,No,33.1,1,3,27.0,0
VX-101382,35-44,SEO,Paid Ads,Low,Yes,15.0,11,4,100.0,0
VX-100854,25-34,Branding,Social Media,High,No,30.1,3,3,50.0,0
VX-101395,25-34,SEO,Referral,Medium,NO,16.3,5,2,54.0,0
VX-100721,25-34,Web Development,Email Campaign,low,No,23.2,5,2,56.0,0
VX-100087,25-34,Digital Marketing,Email Campaign,Low,Yes,11.4,9,4,94.0,1
VX-100673,35-44,App Development,Social Media,Medium,Yes,19.7,9,2,72.0,0
VX-100996,35-44,Web Development,Paid Ads,Medium,Yes,0.8,3,5,55.0,1
VX-100833,35-44,Branding,Social Media,Medium,No,16.1,1,0,21.0,0
VX-100306,25-34,Web Development,Social Media,Medium,No,5.5,4,3,45.0,0
VX-100483,25-34,App Development,Website Form,Medium,Yes,15.0,7,3,79.0,1
VX-101396,35-44,SEO,Website Form,High,No,20.7,3,2,35.0,0
VX-100869,25-34,App Development,Referral,Medium,No,4.7,2,1,26.0,0
VX-100778,45-54,Web Development,Paid Ads,High,Yes,30.0,7,1,66.0,0
VX-101271,25-34,Digital Marketing,Paid Ads,low,No,3.3,3,1,26.0,1
VX-100111,25-34,Web Development,Website Form,Medium,no,1.4,3,2,54.0,1
VX-100950,35-44,Web Development,Website Form,Medium,no,5.0,2,3,46.0,1
VX-101214,25-34,Digital Marketing,Referral,Medium,No,1.7,4,2,41.0,0
VX-100559,35-44,SEO,Paid Ads,High,No,21.0,6,4,57.0,0
VX-100815,45-54,Web Development,Paid Ads,Low,Yes,17.4,8,2,59.0,1
VX-101078,35-44,Digital Marketing,Website Form,Low,Yes,23.8,7,3,70.0,0
VX-100049,18-24,Web Development,Social Media,High,Yes,7.8,4,3,43.0,1
VX-101195,25-34,Branding,Website Form,Medium,No,5.6,6,0,53.0,0
VX-100774,18-24,Digital Marketing,Social Media,Medium,Yes,32.9,3,5,44.0,1
VX-100390,35-44,App Development,Website Form,,Yes,7.3,1,5,33.0,1
VX-101250,18-24,Branding,Email Campaign,Low,No,36.5,2,1,23.0,0
VX-100607,18-24,Web Development,Website Form,Medium,yes,5.3,10,1,81.0,0
VX-100113,35-44, App Development ,Paid Ads,High,No,15.3,5,2,57.0,0
VX-100754,35-44,SEO,Social Media,Low,Yes,11.8,7,5,67.0,1
VX-100862,45-54,Digital Marketing,Email Campaign,Low,No,2.3,3,4,40.0,0
VX-101085,35-44,Digital Marketing,Website Form,Low,Yes,12.0,4,7,74.0,1
VX-101165,45-54,Digital Marketing,Website Form,High,No,16.6,4,1,38.0,1
VX-101001,25-34,App Development,Website Form,Low,YES,,5,2,54.0,0
VX-100733,25-34, Branding ,Website Form,Low,no,14.8,4,1,42.0,0
VX-100084,18-24,SEO,Referral,High,No,4.9,3,4,70.0,1
VX-100282,25-34,App Development,Paid Ads,Medium,No,41.1,4,3,54.0,0
VX-100606,45-54,Digital Marketing,Referral,Medium,No,13.3,7,3,70.0,1
VX-100131,55+,Web Development,Website Form,High,No,8.7,1,2,33.0,1
VX-100620,45-54,SEO,Email Campaign,Medium,No,8.7,2,1,27.0,0
VX-101098,45-54,App Development,Website Form,Low,No,12.5,1,1,40.0,0
VX-100341,55+, Web Development ,Website Form,low,No,12.7,2,2,27.0,0
VX-101231,35-44, Digital Marketing ,Social Media,Medium,No,16.9,4,2,56.0,0
VX-101055,35-44,Digital Marketing,Website Form,High,No,6.9,1,2,27.0,1
VX-101151,45-54,Digital Marketing,Email Campaign,Medium,Yes,35.4,9,4,93.0,1
VX-101154,35-44,Digital Marketing,Website Form,High,No,6.6,5,2,70.0,0
VX-100078,35-44,Digital Marketing,Referral,Low,No,5.8,5,2,52.0,1
VX-101187,55+,Web Development,Social Media,Low,No,15.1,4,1,51.0,0
VX-100004,18-24,Web Development,Website Form,Medium,No,5.8,3,1,28.0,0
VX-100062,35-44,Web Development,Social Media,Low,No,12.7,3,1,41.0,1
VX-101277,18-24,App Development,Referral,Medium,Yes,12.6,4,2,41.0,1
VX-100770,25-34,Digital Marketing,Paid Ads,Medium,No,5.2,1,1,39.0,1
VX-100219,25-34,Web Development,Website Form,Medium,No,5.5,5,1,48.0,0
VX-100776,35-44,Digital Marketing,Paid Ads,Medium,yes,17.2,3,1,31.0,0
VX-100152,25-34,Digital Marketing,Website Form,Medium,No,12.3,3,2,44.0,0
VX-100307,35-44,Digital Marketing,Paid Ads,Low,No,3.2,2,1,29.0,0
VX-101398,35-44,SEO,Website Form,Medium,No,5.8,3,2,50.0,1
VX-100822,25-34,Digital Marketing,Social Media,High,NO,-11.0,4,0,44.0,0
VX-101385,18-24,SEO,Paid Ads,High,No,22.0,1,1,30.0,1
VX-100203,25-34,App Development,Paid Ads,Low,No,6.5,4,2,45.0,0
VX-101004,35-44,App Development,Website Form,Low,No,3.1,4,3,53.0,1
VX-100516,25-34,SEO,Paid Ads,Low,No,27.2,3,3,55.0,0
VX-100295,45-54,Digital Marketing,Website Form,Low,No,18.5,2,1,42.0,1
VX-101222,45-54,Web Development,Social Media,Medium,NO,,4,2,45.0,0
VX-100382,45-54,Digital Marketing,Referral,High,no,15.3,2,1,41.0,1
VX-100913,55+,Web Development,Paid Ads,High,No,16.8,4,1,47.0,0
VX-100129,35-44,Digital Marketing,Paid Ads,High,Yes,,9,2,87.0,1
VX-101106,18-24,Branding,Paid Ads,High,Yes,26.7,5,3,73.0,0
VX-100100,45-54,SEO,Social Media,Medium,No,10.8,3,1,39.0,0
VX-101379,25-34,Web Development,Email Campaign,Medium,No,17.3,2,0,29.0,0
VX-101131,35-44,SEO,Referral,Medium,NO,4.4,3,5,49.0,1
VX-100972,18-24,Digital Marketing,Paid Ads,High,No,11.3,3,2,59.0,0
VX-100071,25-34,Web Development,Social Media,Medium,No,22.5,3,2,57.0,0
VX-100400,25-34,SEO,Paid Ads,Medium,No,-12.6,4,1,46.0,0
VX-101388,45-54,Branding,Website Form,Medium,Yes,13.0,3,2,39.0,1
VX-100261,45-54,SEO,Social Media,Medium,Yes,24.2,6,2,62.0,1
VX-100502,55+,App Development,Website Form,Low,No,1.6,4,0,36.0,0
VX-100757,55+,Digital Marketing,Email Campaign,Low,No,,2,1,38.0,0
VX-101373,45-54,Web Development,Social Media,High,No,50.9,2,1,32.0,0
VX-101278,45-54,App Development,Website Form,Medium,No,6.9,1,3,31.0,0
VX-100601,45-54,Digital Marketing,Paid Ads,Low,no,22.4,3,0,52.0,0
VX-101158,25-34,Digital Marketing,Website Form,Low,No,10.7,4,2,46.0,0
VX-100370,45-54,SEO,Email Campaign,Low,No,28.8,2,2,41.0,0
VX-100134,35-44,Web Development,Paid Ads,High,yes,30.5,5,2,47.0,1
VX-100709,25-34,Web Development,Social Media,Low,No,21.3,6,2,60.0,0
VX-101300,25-34, SEO ,Social Media,Low,No,48.1,2,4,35.0,0
VX-101305,55+,Digital Marketing,Website Form,Low,No,7.3,5,1,55.0,0
VX-100965,35-44,SEO,Paid Ads,medium,No,0.4,3,0,31.0,1
VX-100560,18-24,SEO,Social Media,Medium,No,24.0,1,2,25.0,0
VX-100935,25-34,SEO,Email Campaign,medium,Yes,29.1,10,3,90.0,1
VX-101250,18-24,Branding,Email Campaign,Low,No,36.5,2,1,23.0,0
VX-100116,45-54,Web Development,Website Form,High,No,12.4,3,0,32.0,1
VX-100846,25-34,Digital Marketing,Social Media,Low,no,39.8,3,1,31.0,0
VX-100210,35-44,Web Development,Social Media,Low,no,8.1,4,0,47.0,0
VX-100387,55+,SEO,Email Campaign,High,No,8.4,3,2,41.0,0
VX-101009,25-34, Branding ,Paid Ads,Low,yes,,10,2,77.0,1
VX-100421,18-24,Digital Marketing,Paid Ads,High,No,2.1,2,0,30.0,0
VX-100229,18-24,Digital Marketing,Social Media,low,No,18.4,6,1,53.0,0
VX-100063,45-54,Digital Marketing,Website Form,High,Yes,6.8,7,4,74.0,1
VX-100339,55+,App Development,Social Media,Low,No,3.4,4,2,54.0,0
VX-100336,18-24,Branding,Paid Ads,Medium,Yes,16.9,8,3,83.0,0
VX-100961,25-34, Web Development ,Social Media,High,Yes,2.6,7,6,81.0,1
VX-100873,25-34,App Development,Social Media,Medium,no,16.8,3,3,47.0,0
VX-101091,35-44,Digital Marketing,Paid Ads,Medium,Yes,22.5,9,4,71.0,1
VX-100096,25-34,App Development,Email Campaign,Medium,Yes,39.9,9,1,83.0,0
VX-101298,35-44,Digital Marketing,Paid Ads,Low,No,18.3,3,1,41.0,0
VX-100941,45-54,Web Development,Website Form,Medium,yes,4.2,7,9,94.0,1
VX-101256,45-54,Digital Marketing,Social Media,Low,Yes,18.1,6,3,61.0,0
VX-100920,18-24, Web Development ,Paid Ads,Medium,No,26.5,8,0,69.0,0
VX-100108,18-24,Web Development,Email Campaign,High,yes,29.8,10,2,,1
VX-100801,25-34,Branding,Website Form,Medium,Yes,7.2,6,2,58.0,1
VX-100826,35-44,SEO,Email Campaign,Medium,Yes,5.3,6,4,79.0,1
VX-100786,45-54,App Development,Social Media,Medium,Yes,14.4,9,2,90.0,0
VX-100608,35-44,Web Development,Referral,Medium,Yes,3.4,8,2,71.0,1
VX-100636,35-44,Branding,Social Media,Low,No,36.2,5,2,57.0,0
VX-100911,45-54,Web Development,Paid Ads,Medium,Yes,23.8,6,0,48.0,1
VX-100345,45-54,SEO,Paid Ads,low,yes,8.6,2,3,41.0,0
VX-101033,45-54,Digital Marketing,Social Media,Medium,No,18.9,7,1,60.0,0
VX-100098,18-24, Digital Marketing ,Paid Ads,Medium,No,21.7,3,2,42.0,0
